Age,Gender,Budget,Interest_1,Interest_2,Rating,Spot,State
27,F,1700,Beach,Water Sports,4.1,Agonda Beach,Goa
27,M,1800,Beach,Water Sports,4.1,Agonda Beach,Goa
28,M,1800,Beach,Water Sports,4.1,Agonda Beach,Goa
27,F,1700,Beach,Water Sports,4.1,Agonda Beach,Goa
26,F,1400,Beach,Adventure,4.1,Anjuna Beach,Goa
26,F,1300,Beach,Adventure,4.1,Ashwem Beach,Goa
31,M,2000,Beach,Cuisine,4.1,Baga Beach,Goa
31,M,2000,Beach,Nightlife,4.1,Baga Beach,Goa
27,M,1400,Beach,Relaxation,4.1,Baga Beach,Goa
30,M,1800,Beach,Cuisine,4.1,Baga Beach,Goa
30,M,2200,Beach,Cuisine,4.1,Baga Beach,Goa
31,F,1900,Beach,Cuisine,4.1,Baga Beach,Goa
30,F,2000,Beach,Cuisine,4.1,Baga Beach,Goa
31,M,2200,Beach,Cuisine,4.1,Baga Beach,Goa
31,F,1700,Beach,Cuisine,4.1,Baga Beach,Goa
31,M,1800,Beach,Cuisine,4.1,Baga Beach,Goa
30,F,1900,Beach,Cuisine,4.1,Baga Beach,Goa
30,M,2200,Beach,Cuisine,4.1,Baga Beach,Goa
31,M,1800,Beach,Cuisine,4.1,Baga Beach,Goa
30,M,1900,Beach,Cuisine,4.1,Baga Beach,Goa
30,M,1900,Beach,Cuisine,4.1,Baga Beach,Goa
30,F,2000,Beach,Nightlife,4.1,Baga Beach,Goa
32,F,2000,Beach,Nightlife,4.1,Baga Beach,Goa
31,F,1700,Beach,Nightlife,4.1,Baga Beach,Goa
32,M,1800,Beach,Nightlife,4.1,Baga Beach,Goa
32,M,1900,Beach,Nightlife,4.1,Baga Beach,Goa
30,F,1700,Beach,Nightlife,4.1,Baga Beach,Goa
31,F,1900,Beach,Nightlife,4.1,Baga Beach,Goa
32,M,1900,Beach,Nightlife,4.1,Baga Beach,Goa
32,F,1700,Beach,Nightlife,4.1,Baga Beach,Goa
31,F,2000,Beach,Nightlife,4.1,Baga Beach,Goa
32,M,2000,Beach,Nightlife,4.1,Baga Beach,Goa
30,F,2000,Beach,Nightlife,4.1,Baga Beach,Goa
26,M,1500,Beach,Relaxation,4.1,Baga Beach,Goa
26,M,1500,Beach,Relaxation,4.1,Baga Beach,Goa
26,F,1500,Beach,Relaxation,4.1,Baga Beach,Goa
26,F,1500,Beach,Relaxation,4.1,Baga Beach,Goa
27,F,1400,Beach,Relaxation,4.1,Baga Beach,Goa
26,F,1500,Beach,Relaxation,4.1,Baga Beach,Goa
26,F,1400,Beach,Relaxation,4.1,Baga Beach,Goa
26,M,1400,Beach,Relaxation,4.1,Baga Beach,Goa
26,F,1500,Beach,Relaxation,4.1,Benaulim Beach,Goa
30,M,1200,Beach,Adventure,4.1,Butterfly Beach,Goa
28,F,1200,Beach,Adventure,4.1,Butterfly Beach,Goa
29,F,1200,Beach,Adventure,4.1,Butterfly Beach,Goa
29,M,1900,Beach,Nightlife,4.1,Butterfly Beach,Goa
29,F,1600,Beach,Shopping,4.1,Calangute Beach,Goa
28,M,1700,Beach,Shopping,4.1,Calangute Beach,Goa
29,F,1700,Beach,Shopping,4.1,Calangute Beach,Goa
29,F,1400,Beach,Adventure,4.1,Candolim Beach,Goa
31,M,2000,Beach,Cuisine,4.1,Candolim Beach,Goa
31,M,2000,Beach,Nightlife,4.1,Candolim Beach,Goa
31,M,2000,Beach,Cuisine,4.1,Candolim Beach,Goa
30,M,2000,Beach,Nightlife,4.1,Candolim Beach,Goa
31,M,1900,Beach,Shopping,4.1,Candolim Beach,Goa
28,F,1600,Beach,Water Sports,4.1,Candolim Beach,Goa
27,M,1500,Beach,Relaxation,4.1,Candolim Beach,Goa
27,F,1700,Beach,Water Sports,4.1,Candolim Beach,Goa
28,F,1600,Beach,Water Sports,4.1,Candolim Beach,Goa
28,M,1600,Beach,Water Sports,4.1,Candolim Beach,Goa
28,M,1700,Beach,Water Sports,4.1,Candolim Beach,Goa
28,M,1700,Beach,Water Sports,4.1,Candolim Beach,Goa
27,F,1600,Beach,Water Sports,4.1,Candolim Beach,Goa
28,F,1500,Beach,Shopping,4.1,Candolim Beach,Goa
30,M,1900,Beach,Shopping,4.1,Candolim Beach,Goa
32,F,2000,Beach,Cuisine,4.1,Candolim Beach,Goa
31,F,2100,Beach,Cuisine,4.1,Candolim Beach,Goa
32,F,2000,Beach,Cuisine,4.1,Candolim Beach,Goa
29,M,1100,Beach,Adventure,4.1,Candolim Beach,Goa
28,F,1400,Beach,Adventure,4.1,Candolim Beach,Goa
30,F,2200,Beach,Cuisine,4.1,Miramar Beach,Goa
30,F,2200,Beach,Nightlife,4.1,Miramar Beach,Goa
30,F,2200,Beach,Nightlife,4.1,Miramar Beach,Goa
30,F,2200,Beach,Nightlife,4.1,Miramar Beach,Goa
30,F,2200,Beach,Nightlife,4.1,Miramar Beach,Goa
30,M,1900,Beach,Cuisine,4.1,Vagator Beach,Goa
31,M,1500,Beach,Nightlife,4.0,Agonda Beach,Goa
28,F,1700,Beach,Water Sports,4.0,Agonda Beach,Goa
28,M,1700,Beach,Water Sports,4.0,Agonda Beach,Goa
27,F,1800,Beach,Water Sports,4.0,Agonda Beach,Goa
27,M,1700,Beach,Water Sports,4.0,Agonda Beach,Goa
28,F,1800,Beach,Water Sports,4.0,Agonda Beach,Goa
27,M,1700,Beach,Water Sports,4.0,Agonda Beach,Goa
27,M,1800,Beach,Water Sports,4.0,Agonda Beach,Goa
27,F,1800,Beach,Cuisine,4.0,Anjuna Beach,Goa
29,F,1900,Beach,Nightlife,4.0,Anjuna Beach,Goa
28,F,1800,Beach,Shopping,4.0,Anjuna Beach,Goa
34,M,1800,Beach,Shopping,4.0,Arambol Beach,Goa
33,M,1800,Beach,Nightlife,4.0,Ashwem Beach,Goa
33,M,1800,Beach,Nightlife,4.0,Ashwem Beach,Goa
33,M,1800,Beach,Nightlife,4.0,Ashwem Beach,Goa
33,M,1800,Beach,Nightlife,4.0,Ashwem Beach,Goa
31,M,2200,Beach,Cuisine,4.0,Baga Beach,Goa
30,F,1700,Beach,Shopping,4.0,Baga Beach,Goa
30,F,1700,Beach,Cuisine,4.0,Baga Beach,Goa
31,M,1900,Beach,Cuisine,4.0,Baga Beach,Goa
31,F,1900,Beach,Cuisine,4.0,Baga Beach,Goa
30,M,1900,Beach,Cuisine,4.0,Baga Beach,Goa
31,M,2100,Beach,Cuisine,4.0,Baga Beach,Goa
31,F,1700,Beach,Cuisine,4.0,Baga Beach,Goa
30,M,2100,Beach,Cuisine,4.0,Baga Beach,Goa
31,F,1900,Beach,Cuisine,4.0,Baga Beach,Goa
31,F,2100,Beach,Cuisine,4.0,Baga Beach,Goa
30,F,1800,Beach,Cuisine,4.0,Baga Beach,Goa
30,M,1900,Beach,Cuisine,4.0,Baga Beach,Goa
30,F,1900,Beach,Nightlife,4.0,Baga Beach,Goa
31,M,2000,Beach,Nightlife,4.0,Baga Beach,Goa
30,M,1800,Beach,Nightlife,4.0,Baga Beach,Goa
30,F,1800,Beach,Nightlife,4.0,Baga Beach,Goa
26,M,1500,Beach,Relaxation,4.0,Baga Beach,Goa
27,F,1400,Beach,Relaxation,4.0,Baga Beach,Goa
27,F,1400,Beach,Relaxation,4.0,Baga Beach,Goa
27,M,1400,Beach,Relaxation,4.0,Baga Beach,Goa
26,F,1400,Beach,Relaxation,4.0,Baga Beach,Goa
26,F,1500,Beach,Relaxation,4.0,Baga Beach,Goa
30,M,2200,Beach,Shopping,4.0,Baga Beach,Goa
32,M,1900,Beach,Shopping,4.0,Baga Beach,Goa
35,M,2000,Beach,Nightlife,4.0,Benaulim Beach,Goa
34,F,1900,Beach,Water Sports,4.0,Benaulim Beach,Goa
27,F,1500,Beach,Relaxation,4.0,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,4.0,Benaulim Beach,Goa
26,F,1500,Beach,Relaxation,4.0,Benaulim Beach,Goa
27,M,1700,Beach,Relaxation,4.0,Benaulim Beach,Goa
27,M,1700,Beach,Relaxation,4.0,Benaulim Beach,Goa
27,M,1500,Beach,Relaxation,4.0,Benaulim Beach,Goa
27,F,1600,Beach,Relaxation,4.0,Benaulim Beach,Goa
34,M,1300,Beach,Adventure,4.0,Butterfly Beach,Goa
33,M,1800,Beach,Cuisine,4.0,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,4.0,Butterfly Beach,Goa
34,M,1300,Beach,Adventure,4.0,Butterfly Beach,Goa
28,M,1300,Beach,Adventure,4.0,Butterfly Beach,Goa
34,F,1200,Beach,Adventure,4.0,Butterfly Beach,Goa
34,M,1200,Beach,Adventure,4.0,Butterfly Beach,Goa
28,F,1900,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,F,1800,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,F,1900,Beach,Nightlife,4.0,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,4.0,Butterfly Beach,Goa
29,M,1800,Beach,Nightlife,4.0,Butterfly Beach,Goa
33,M,2100,Beach,Cuisine,4.0,Calangute Beach,Goa
27,F,1600,Beach,Water Sports,4.0,Calangute Beach,Goa
24,M,1600,Beach,Cuisine,4.0,Calangute Beach,Goa
28,F,1800,Beach,Cuisine,4.0,Calangute Beach,Goa
32,F,1700,Beach,Shopping,4.0,Calangute Beach,Goa
30,M,2100,Beach,Shopping,4.0,Calangute Beach,Goa
31,M,1800,Beach,Shopping,4.0,Calangute Beach,Goa
31,M,1700,Beach,Shopping,4.0,Calangute Beach,Goa
32,F,1600,Beach,Shopping,4.0,Calangute Beach,Goa
27,M,1800,Beach,Shopping,4.0,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,4.0,Calangute Beach,Goa
27,M,1500,Beach,Water Sports,4.0,Calangute Beach,Goa
27,M,1500,Beach,Water Sports,4.0,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,4.0,Calangute Beach,Goa
27,F,1500,Beach,Water Sports,4.0,Calangute Beach,Goa
31,F,1700,Beach,Shopping,4.0,Candolim Beach,Goa
29,F,1600,Beach,Shopping,4.0,Candolim Beach,Goa
28,M,1800,Beach,Shopping,4.0,Candolim Beach,Goa
29,M,1800,Beach,Shopping,4.0,Candolim Beach,Goa
30,M,1600,Beach,Shopping,4.0,Candolim Beach,Goa
31,M,1700,Beach,Shopping,4.0,Candolim Beach,Goa
29,F,1500,Beach,Shopping,4.0,Candolim Beach,Goa
31,M,1700,Beach,Shopping,4.0,Candolim Beach,Goa
27,F,1700,Beach,Nightlife,4.0,Candolim Beach,Goa
29,M,1800,Beach,Nightlife,4.0,Candolim Beach,Goa
30,F,1000,Beach,Adventure,4.0,Candolim Beach,Goa
28,M,1000,Beach,Adventure,4.0,Candolim Beach,Goa
33,M,2300,Beach,Shopping,4.0,Galgibaga Beach,Goa
28,M,1700,Beach,Relaxation,4.0,Galgibaga Beach,Goa
27,F,1800,Beach,Relaxation,4.2,Galgibaga Beach,Goa
30,M,2000,Beach,Shopping,4.0,Miramar Beach,Goa
31,M,2000,Beach,Nightlife,4.8,Mobor Beach,Goa
33,M,1700,Beach,Shopping,4.0,Mobor Beach,Goa
33,M,1700,Beach,Cuisine,4.0,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.0,Mobor Beach,Goa
29,M,1700,Beach,Nightlife,4.0,Morjim Beach,Goa
29,M,1700,Beach,Cuisine,4.0,Morjim Beach,Goa
30,M,1900,Beach,Nightlife,4.0,Vagator Beach,Goa
30,M,1900,Beach,Cuisine,4.0,Vagator Beach,Goa
31,M,2000,Beach,Cuisine,4.3,Vagator Beach,Goa
35,M,1300,Beach,Adventure,4.0,Varca Beach,Goa
32,F,1800,Beach,Nightlife,3.9,Agonda Beach,Goa
32,F,1800,Beach,Cuisine,3.9,Agonda Beach,Goa
31,M,1500,Beach,Cuisine,3.9,Agonda Beach,Goa
32,F,1700,Beach,Cuisine,3.9,Agonda Beach,Goa
32,F,1900,Beach,Nightlife,3.9,Agonda Beach,Goa
28,F,1700,Beach,Nightlife,3.9,Agonda Beach,Goa
30,M,1700,Beach,Nightlife,3.9,Agonda Beach,Goa
30,F,1600,Beach,Nightlife,3.9,Agonda Beach,Goa
26,M,1500,Beach,Nightlife,3.9,Agonda Beach,Goa
29,M,1700,Beach,Shopping,3.9,Anjuna Beach,Goa
28,F,1700,Beach,Shopping,3.9,Anjuna Beach,Goa
29,M,1600,Beach,Shopping,3.9,Anjuna Beach,Goa
29,F,1500,Beach,Shopping,3.9,Anjuna Beach,Goa
28,M,1500,Beach,Shopping,3.9,Anjuna Beach,Goa
28,M,1600,Beach,Shopping,3.9,Anjuna Beach,Goa
29,F,1800,Beach,Cuisine,3.9,Arambol Beach,Goa
28,F,1600,Beach,Cuisine,3.9,Arambol Beach,Goa
26,F,1600,Beach,Cuisine,3.9,Arambol Beach,Goa
32,M,1700,Beach,Shopping,3.9,Arambol Beach,Goa
33,M,1600,Beach,Shopping,3.9,Arambol Beach,Goa
34,M,1700,Beach,Shopping,3.9,Arambol Beach,Goa
34,F,1800,Beach,Shopping,3.9,Arambol Beach,Goa
34,F,1800,Beach,Shopping,3.9,Arambol Beach,Goa
32,M,1700,Beach,Shopping,3.9,Arambol Beach,Goa
34,M,1600,Beach,Shopping,3.9,Arambol Beach,Goa
32,F,1600,Beach,Shopping,3.9,Arambol Beach,Goa
33,M,1600,Beach,Shopping,3.9,Arambol Beach,Goa
34,F,1600,Beach,Shopping,3.9,Arambol Beach,Goa
34,M,1600,Beach,Shopping,3.9,Arambol Beach,Goa
32,M,1800,Beach,Shopping,3.9,Arambol Beach,Goa
32,M,1700,Beach,Shopping,3.9,Arambol Beach,Goa
32,M,1800,Beach,Shopping,3.9,Arambol Beach,Goa
32,M,1600,Beach,Shopping,3.9,Arambol Beach,Goa
27,F,1600,Beach,Water Sports,3.9,Arambol Beach,Goa
28,M,1800,Beach,Water Sports,3.9,Arambol Beach,Goa
28,F,1700,Beach,Water Sports,3.9,Arambol Beach,Goa
27,M,1500,Beach,Water Sports,3.9,Arambol Beach,Goa
28,F,1600,Beach,Water Sports,3.9,Arambol Beach,Goa
27,M,1600,Beach,Water Sports,3.9,Arambol Beach,Goa
27,F,1700,Beach,Water Sports,3.9,Arambol Beach,Goa
27,M,1500,Beach,Water Sports,3.9,Arambol Beach,Goa
28,M,1800,Beach,Water Sports,3.9,Arambol Beach,Goa
28,M,1700,Beach,Cuisine,3.9,Ashwem Beach,Goa
32,M,1800,Beach,Water Sports,3.9,Ashwem Beach,Goa
33,F,2200,Beach,Water Sports,3.9,Ashwem Beach,Goa
32,M,2100,Beach,Water Sports,3.9,Ashwem Beach,Goa
32,F,2000,Beach,Water Sports,3.9,Ashwem Beach,Goa
26,M,1400,Beach,Relaxation,3.9,Baga Beach,Goa
32,F,2200,Beach,Shopping,3.9,Baga Beach,Goa
30,F,2200,Beach,Shopping,3.9,Baga Beach,Goa
32,F,1900,Beach,Shopping,3.9,Baga Beach,Goa
32,M,1900,Beach,Shopping,3.9,Baga Beach,Goa
32,F,2200,Beach,Shopping,3.9,Baga Beach,Goa
30,F,2000,Beach,Shopping,3.9,Baga Beach,Goa
27,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
27,M,1500,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,M,1700,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,M,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
26,F,1600,Beach,Relaxation,3.9,Benaulim Beach,Goa
27,F,1500,Beach,Relaxation,3.9,Benaulim Beach,Goa
28,M,1800,Beach,Nightlife,3.9,Butterfly Beach,Goa
27,F,1800,Beach,Nightlife,3.9,Butterfly Beach,Goa
27,F,1700,Beach,Nightlife,3.9,Butterfly Beach,Goa
27,F,1700,Beach,Nightlife,3.9,Butterfly Beach,Goa
29,M,1700,Beach,Nightlife,3.9,Butterfly Beach,Goa
32,M,2100,Beach,Nightlife,3.9,Calangute Beach,Goa
32,M,2100,Beach,Shopping,3.9,Calangute Beach,Goa
32,M,2100,Beach,Cuisine,3.9,Calangute Beach,Goa
24,F,1800,Beach,Cuisine,3.9,Calangute Beach,Goa
29,M,2100,Beach,Shopping,3.9,Calangute Beach,Goa
30,M,1700,Beach,Cuisine,3.9,Calangute Beach,Goa
31,M,1800,Beach,Cuisine,3.9,Calangute Beach,Goa
26,F,1700,Beach,Cuisine,3.9,Calangute Beach,Goa
29,M,1900,Beach,Cuisine,3.9,Calangute Beach,Goa
27,M,1700,Beach,Shopping,3.9,Calangute Beach,Goa
28,F,1700,Beach,Shopping,3.9,Calangute Beach,Goa
27,M,1700,Beach,Shopping,3.9,Calangute Beach,Goa
31,M,1600,Beach,Shopping,3.9,Calangute Beach,Goa
32,F,1600,Beach,Shopping,3.9,Calangute Beach,Goa
29,M,2000,Beach,Shopping,3.9,Calangute Beach,Goa
27,F,1500,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1500,Beach,Water Sports,3.9,Calangute Beach,Goa
27,F,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,F,1500,Beach,Water Sports,3.9,Calangute Beach,Goa
27,F,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.9,Calangute Beach,Goa
27,F,1500,Beach,Water Sports,3.9,Calangute Beach,Goa
27,M,1500,Beach,Water Sports,3.9,Calangute Beach,Goa
26,M,1000,Beach,Adventure,3.9,Candolim Beach,Goa
28,F,1700,Beach,Shopping,3.9,Candolim Beach,Goa
29,M,1900,Beach,Shopping,3.9,Candolim Beach,Goa
29,M,1700,Beach,Nightlife,3.9,Candolim Beach,Goa
30,M,1900,Beach,Nightlife,3.9,Candolim Beach,Goa
30,M,1800,Beach,Nightlife,3.9,Candolim Beach,Goa
27,F,1900,Beach,Nightlife,3.9,Candolim Beach,Goa
30,F,1600,Beach,Nightlife,3.9,Candolim Beach,Goa
29,M,1700,Beach,Nightlife,3.9,Candolim Beach,Goa
28,M,1100,Beach,Adventure,3.9,Candolim Beach,Goa
26,M,1300,Beach,Adventure,3.9,Candolim Beach,Goa
27,M,1200,Beach,Adventure,3.9,Candolim Beach,Goa
33,F,1600,Beach,Nightlife,3.9,Colva Beach,Goa
30,M,1800,Beach,Nightlife,3.9,Colva Beach,Goa
30,F,1800,Beach,Nightlife,3.9,Colva Beach,Goa
26,F,1500,Beach,Water Sports,3.9,Miramar Beach,Goa
32,M,1100,Beach,Adventure,3.9,Mobor Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
29,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
28,F,1800,Beach,Nightlife,3.9,Palolem Beach,Goa
27,M,1500,Beach,Cuisine,3.8,Agonda Beach,Goa
27,M,1500,Beach,Cuisine,3.8,Agonda Beach,Goa
27,M,1500,Beach,Cuisine,3.8,Agonda Beach,Goa
32,M,1500,Beach,Cuisine,3.8,Agonda Beach,Goa
27,F,1700,Beach,Cuisine,3.8,Agonda Beach,Goa
29,F,1500,Beach,Cuisine,3.8,Agonda Beach,Goa
29,M,1800,Beach,Cuisine,3.8,Agonda Beach,Goa
32,M,1600,Beach,Cuisine,3.8,Agonda Beach,Goa
28,M,1600,Beach,Cuisine,3.8,Agonda Beach,Goa
28,M,1900,Beach,Nightlife,3.8,Agonda Beach,Goa
26,F,1800,Beach,Nightlife,3.8,Agonda Beach,Goa
27,F,1900,Beach,Nightlife,3.8,Agonda Beach,Goa
27,F,1500,Beach,Nightlife,3.8,Agonda Beach,Goa
29,M,1600,Beach,Shopping,3.8,Anjuna Beach,Goa
28,M,1500,Beach,Nightlife,3.8,Anjuna Beach,Goa
27,F,1200,Beach,Nightlife,3.8,Anjuna Beach,Goa
29,M,1600,Beach,Shopping,3.8,Anjuna Beach,Goa
29,F,1700,Beach,Shopping,3.8,Anjuna Beach,Goa
29,M,1600,Beach,Shopping,3.8,Anjuna Beach,Goa
29,M,1800,Beach,Shopping,3.8,Anjuna Beach,Goa
29,F,1800,Beach,Shopping,3.8,Anjuna Beach,Goa
28,F,1600,Beach,Shopping,3.8,Anjuna Beach,Goa
29,M,1600,Beach,Shopping,3.8,Anjuna Beach,Goa
34,M,1700,Beach,Shopping,3.8,Arambol Beach,Goa
27,M,1500,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1500,Beach,Water Sports,3.8,Arambol Beach,Goa
26,F,1600,Beach,Cuisine,3.8,Arambol Beach,Goa
27,F,1600,Beach,Cuisine,3.8,Arambol Beach,Goa
34,M,1800,Beach,Shopping,3.8,Arambol Beach,Goa
32,F,1800,Beach,Shopping,3.8,Arambol Beach,Goa
32,M,1600,Beach,Shopping,3.8,Arambol Beach,Goa
32,F,1600,Beach,Shopping,3.8,Arambol Beach,Goa
33,F,1800,Beach,Shopping,3.8,Arambol Beach,Goa
33,F,1700,Beach,Shopping,3.8,Arambol Beach,Goa
33,F,1600,Beach,Shopping,3.8,Arambol Beach,Goa
28,F,1600,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1500,Beach,Water Sports,3.8,Arambol Beach,Goa
27,F,1700,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1800,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1600,Beach,Water Sports,3.8,Arambol Beach,Goa
28,F,1600,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1500,Beach,Water Sports,3.8,Arambol Beach,Goa
27,F,1500,Beach,Water Sports,3.8,Arambol Beach,Goa
27,M,1600,Beach,Water Sports,3.8,Arambol Beach,Goa
28,F,1700,Beach,Water Sports,3.8,Arambol Beach,Goa
28,M,1700,Beach,Water Sports,3.8,Arambol Beach,Goa
30,M,1500,Beach,Shopping,3.8,Ashwem Beach,Goa
32,M,2200,Beach,Water Sports,3.8,Ashwem Beach,Goa
32,F,2300,Beach,Water Sports,3.8,Ashwem Beach,Goa
30,F,1400,Beach,Shopping,3.8,Ashwem Beach,Goa
27,F,1800,Beach,Shopping,3.8,Ashwem Beach,Goa
29,F,1700,Beach,Shopping,3.8,Ashwem Beach,Goa
31,F,1700,Beach,Shopping,3.8,Ashwem Beach,Goa
26,M,1700,Beach,Shopping,3.8,Ashwem Beach,Goa
32,M,1400,Beach,Adventure,3.8,Baga Beach,Goa
30,F,1700,Beach,Nightlife,3.8,Baga Beach,Goa
31,M,1900,Beach,Shopping,3.8,Baga Beach,Goa
32,M,2000,Beach,Shopping,3.8,Baga Beach,Goa
35,M,2000,Beach,Shopping,3.8,Benaulim Beach,Goa
35,M,2000,Beach,Cuisine,3.8,Benaulim Beach,Goa
26,F,1500,Beach,Relaxation,3.8,Benaulim Beach,Goa
27,M,1500,Beach,Relaxation,3.8,Benaulim Beach,Goa
26,F,1500,Beach,Relaxation,3.8,Benaulim Beach,Goa
26,M,1500,Beach,Relaxation,3.8,Benaulim Beach,Goa
27,F,1700,Beach,Relaxation,3.8,Benaulim Beach,Goa
27,M,1500,Beach,Relaxation,3.8,Benaulim Beach,Goa
30,M,2000,Beach,Cuisine,3.8,Butterfly Beach,Goa
29,F,1600,Beach,Shopping,3.8,Butterfly Beach,Goa
28,M,1700,Beach,Shopping,3.8,Butterfly Beach,Goa
33,F,1900,Beach,Cuisine,3.8,Butterfly Beach,Goa
30,F,1900,Beach,Cuisine,3.8,Butterfly Beach,Goa
30,M,1800,Beach,Cuisine,3.8,Butterfly Beach,Goa
29,F,1900,Beach,Cuisine,3.8,Butterfly Beach,Goa
29,F,1900,Beach,Nightlife,3.8,Butterfly Beach,Goa
27,M,1900,Beach,Nightlife,3.8,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,3.8,Butterfly Beach,Goa
27,F,1800,Beach,Nightlife,3.8,Butterfly Beach,Goa
27,M,1700,Beach,Nightlife,3.8,Butterfly Beach,Goa
28,M,1700,Beach,Nightlife,3.8,Butterfly Beach,Goa
29,F,1600,Beach,Shopping,3.8,Butterfly Beach,Goa
28,M,1600,Beach,Shopping,3.8,Butterfly Beach,Goa
29,M,1800,Beach,Shopping,3.8,Butterfly Beach,Goa
29,F,1600,Beach,Shopping,3.8,Butterfly Beach,Goa
27,M,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
32,F,1800,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.8,Calangute Beach,Goa
29,M,1700,Beach,Cuisine,3.8,Calangute Beach,Goa
32,F,1400,Beach,Cuisine,3.8,Calangute Beach,Goa
28,F,1800,Beach,Cuisine,3.8,Calangute Beach,Goa
33,M,1300,Beach,Cuisine,3.8,Calangute Beach,Goa
32,F,1900,Beach,Cuisine,3.8,Calangute Beach,Goa
27,M,1900,Beach,Cuisine,3.8,Calangute Beach,Goa
32,F,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
31,M,1600,Beach,Nightlife,3.8,Calangute Beach,Goa
31,M,2000,Beach,Nightlife,3.8,Calangute Beach,Goa
29,M,1800,Beach,Nightlife,3.8,Calangute Beach,Goa
30,F,1700,Beach,Nightlife,3.8,Calangute Beach,Goa
31,F,1800,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1700,Beach,Nightlife,3.8,Calangute Beach,Goa
28,M,2100,Beach,Nightlife,3.8,Calangute Beach,Goa
30,F,1700,Beach,Nightlife,3.8,Calangute Beach,Goa
30,F,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
27,F,2000,Beach,Nightlife,3.8,Calangute Beach,Goa
32,F,1500,Beach,Nightlife,3.8,Calangute Beach,Goa
27,M,1700,Beach,Nightlife,3.8,Calangute Beach,Goa
32,M,2000,Beach,Nightlife,3.8,Calangute Beach,Goa
27,F,2100,Beach,Nightlife,3.8,Calangute Beach,Goa
29,F,1600,Beach,Nightlife,3.8,Calangute Beach,Goa
31,F,1800,Beach,Shopping,3.8,Calangute Beach,Goa
27,F,1600,Beach,Water Sports,3.8,Calangute Beach,Goa
27,M,1600,Beach,Water Sports,3.8,Calangute Beach,Goa
27,F,1600,Beach,Water Sports,3.8,Calangute Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,F,1600,Beach,Nightlife,3.8,Candolim Beach,Goa
27,M,2000,Beach,Nightlife,3.8,Candolim Beach,Goa
28,M,1700,Beach,Shopping,3.8,Candolim Beach,Goa
28,M,1900,Beach,Shopping,3.8,Candolim Beach,Goa
30,F,1800,Beach,Shopping,3.8,Candolim Beach,Goa
29,F,1600,Beach,Shopping,3.8,Candolim Beach,Goa
31,M,1700,Beach,Shopping,3.8,Candolim Beach,Goa
29,M,1600,Beach,Shopping,3.8,Candolim Beach,Goa
